ingred_clean,dfg_clean,ingred_desc,simple_name,ingred_code,sample_id,Similarity,match,replace
broiler drumstick chicken cooked meat roasted fryer skin,breast chicken,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted",Chicken breast,5069,875,0.483,n,
broiler drumstick chicken cooked meat roasted fryer dark,breast chicken,"Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted",Chicken breast,5073,875,0.472,n,
broiler neck chicken cooked meat fryer skin simmered,breast chicken,"Chicken, broilers or fryers, neck, meat and skin, cooked simmered",Chicken breast,5087,875,0.425,n,
broiler raw chicken thigh meat fryer skin,breast chicken,"Chicken, broilers or fryers, thigh, meat and skin, raw",Chicken breast,5091,875,0.453,n,
broiler chicken thigh cooked meat roasted fryer skin,breast chicken,"Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted",Chicken breast,5094,875,0.484,n,
broiler chicken thigh cooked meat roasted fryer,breast chicken,"Chicken, broilers or fryers, thigh, meat only, cooked, roasted",Chicken breast,5098,875,0.494,,
broiler wing chicken cooked meat roasted fryer skin,breast chicken,"Chicken, broilers or fryers, wing, meat and skin, cooked, roasted",Chicken breast,5103,875,0.474,n,
broiler wing chicken cooked stewed meat fryer skin,breast chicken,"Chicken, broilers or fryers, wing, meat and skin, cooked, stewed",Chicken breast,5104,875,0.429,n,
duck domesticated cooked meat roasted skin,roasted seaweed,"Duck, domesticated, meat and skin, cooked, roasted",Roasted seaweed,5140,538,0.348,n,
duck meat raw domesticated,pomegranate seed,"Duck, domesticated, meat only, raw",Pomegranate w/ seeds,5141,600,0.254,n,
duck domesticated cooked meat roasted,roasted seaweed,"Duck, domesticated, meat only, cooked, roasted",Roasted seaweed,5142,538,0.359,n,
turkey raw meat whole skin,turkey ground,"Turkey, whole, meat and skin, raw",ground turkey,5165,909,0.475,,
turkey cooked meat roasted whole skin,turkey ground,"Turkey, whole, meat and skin, cooked, roasted",ground turkey,5166,909,0.444,,
meat turkey raw whole,turkey ground,"Turkey, whole, meat only, raw",ground turkey,5167,909,0.52,,
turkey cooked meat roasted whole,turkey ground,"Turkey, whole, meat only, cooked, roasted",ground turkey,5168,909,0.471,,
giblet turkey cooked whole simmered,turkey ground,"Turkey, whole, giblets, cooked, simmered",ground turkey,5172,909,0.37,,
neck turkey cooked meat whole simmered,turkey ground,"Turkey, whole, neck, meat only, cooked, simmered",ground turkey,5180,909,0.38,,
turkey cooked meat roasted whole skin light,turkey ground,"Turkey, whole, light meat, meat and skin, cooked, roasted",ground turkey,5182,909,0.404,,
turkey cooked meat roasted whole skin dark,turkey ground,"Turkey, whole, dark meat, meat and skin, cooked, roasted",ground turkey,5184,909,0.436,,
turkey cooked meat roasted all class light,turkey ground,"Turkey, all classes, light meat, cooked, roasted",ground turkey,5186,909,0.371,,
turkey cooked meat roasted whole dark,turkey ground,"Turkey, whole, dark meat, cooked, roasted",ground turkey,5188,909,0.456,,
turkey cooked leg meat roasted all class skin,turkey ground,"Turkey, all classes, leg, meat and skin, cooked, roasted",ground turkey,5194,909,0.378,,
wing turkey cooked meat roasted all class skin,turkey ground,"Turkey, all classes, wing, meat and skin, cooked, roasted",ground turkey,5196,909,0.373,,
turkey cooked roaster meat roasted fryer skin,roasted seaweed,"Turkey, fryer-roasters, meat and skin, cooked, roasted",Roasted seaweed,5200,538,0.449,n,ground turkey
breast turkey cooked meat roasted whole,wheat bread whole,"Turkey, whole, breast, meat only, cooked, roasted",Whole wheat bread,5220,836,0.462,n,ground turkey
wing turkey cooked meat roasted whole,turkey ground,"Turkey, whole, wing, meat only, cooked, roasted",ground turkey,5228,909,0.446,,
turkey ground cooked,turkey ground,"Turkey, Ground, cooked",ground turkey,5306,909,0.91,,
game chicken hen cornish cooked meat roasted skin,breast chicken,"Chicken, cornish game hens, meat and skin, cooked, roasted",Chicken breast,5308,875,0.459,n,
game chicken hen cornish cooked meat roasted,breast chicken,"Chicken, cornish game hens, meat only, cooked, roasted",Chicken breast,5310,875,0.469,,
canned chicken broth,chicken sodium low broth,"Chicken, canned, no broth",Low sodium chicken broth,5311,795,0.645,n,Chicken breast
broiler breast skinless added raw chicken meat fryer boneless solution,breast chicken,"Chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw",Chicken breast,5314,875,0.473,,
broiler drumstick chicken bbq meat rotisserie,breast chicken,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",Chicken breast,5319,875,0.418,,
patty chicken cooked frozen,breast chicken,"Chicken patty, frozen, cooked",Chicken breast,5324,875,0.458,n,Chicken strips
broiler chicken bbq thigh meat rotisserie,chicken sodium low broth,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",Low sodium chicken broth,5334,795,0.411,n,Chicken breast
chicken foot boiled,breast chicken,"Chicken, feet, boiled",Chicken breast,5335,875,0.514,n,
broiler breast chicken bbq meat skin rotisserie,breast chicken,"Chicken, broiler, rotisserie, BBQ, breast, meat and skin",Chicken breast,5358,875,0.579,n,
broiler drumstick chicken bbq meat skin rotisserie,breast chicken,"Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin",Chicken breast,5359,875,0.414,n,
broiler chicken bbq thigh meat skin rotisserie,chicken sodium low broth,"Chicken, broiler, rotisserie, BBQ, thigh, meat and skin",Low sodium chicken broth,5361,795,0.404,n,
broiler wing chicken bbq meat skin rotisserie,breast chicken,"Chicken, broiler, rotisserie, BBQ, wing, meat and skin",Chicken breast,5362,875,0.39,n,
braised broiler drumstick chicken cooked meat fryer,breast chicken,"Chicken, broilers or fryers, drumstick, meat only, cooked, braised",Chicken breast,5671,875,0.46,,
braised broiler chicken thigh cooked meat fryer dark,breast chicken,"Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised",Chicken breast,5672,875,0.436,,
braised broiler drumstick chicken cooked meat fryer skin dark,breast chicken,"Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised",Chicken breast,5676,875,0.439,n,
braised broiler chicken thigh cooked meat fryer skin dark,breast chicken,"Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised",Chicken breast,5677,875,0.43,n,
added turkey cooked meat roasted solution dark,turkey ground,"Turkey, dark meat, meat only, with added solution, cooked, roasted",ground turkey,5695,909,0.401,,
added turkey cooked meat roasted from whole solution light,turkey ground,"Turkey from whole, light meat, meat only, with added solution, cooked, roasted",ground turkey,5697,909,0.356,,
solution added turkey roasted from whole skin dark light,turkey ground,"Turkey, skin from whole, (light and dark), with added solution, roasted",ground turkey,5699,909,0.363,n,
solution added turkey cooked meat roasted from whole skin dark,turkey ground,"Turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted",ground turkey,5701,909,0.373,,
solution added turkey cooked meat roasted from whole skin light,turkey ground,"Turkey from whole, light meat, meat and skin, with added solution, cooked, roasted",ground turkey,5703,909,0.349,,
added turkey meat roasted whole solution,turkey ground,"Turkey, whole, meat only, with added solution, roasted",ground turkey,5705,909,0.382,,
solution added turkey meat roasted whole skin,turkey ground,"Turkey, whole, meat and skin, with added solution, roasted",ground turkey,5707,909,0.37,,
added turkey drumstick bird meat roasted from whole solution,turkey ground,"Turkey, drumstick, from whole bird, meat only, with added solution, roasted",ground turkey,5725,909,0.316,,
solution breast added turkey raw retail part meat skin,turkey ground,"Turkey, retail parts, breast, meat and skin, with added solution, raw",ground turkey,5727,909,0.329,,
added turkey thigh bird meat roasted from whole solution,turkey ground,"Turkey, thigh, from whole bird, meat only, with added solution, roasted",ground turkey,5728,909,0.332,,
wing added turkey bird meat roasted from whole solution,turkey ground,"Turkey, wing, from whole bird, meat only, with added solution, roasted",ground turkey,5730,909,0.344,,
turkey drumstick bird meat roasted from whole,turkey ground,"Turkey, drumstick, from whole bird, meat only, roasted",ground turkey,5739,909,0.347,,
turkey thigh bird meat roasted from whole,turkey ground,"Turkey, thigh, from whole bird, meat only, roasted",ground turkey,5741,909,0.372,,
turkey retail thigh part cooked meat roasted skin,turkey ground,"Turkey, retail parts, thigh, meat and skin, cooked, roasted",ground turkey,5743,909,0.371,,
solution added turkey bird meat roasted from whole skin back,turkey ground,"Turkey, back, from whole bird, meat and skin, with added solution, roasted",ground turkey,5745,909,0.333,,
bouillon soup canned serve beef ready broth,black bean canned sw,"Soup, beef broth or bouillon canned, ready-to-serve",Canned black beans (S&W),6008,268,0.273,n,
soup canned chicken condensed broth,chicken sodium low broth,"Soup, chicken broth, canned, condensed",Low sodium chicken broth,6013,795,0.485,,
bouillon soup powder dry beef broth,powder protein,"Soup, beef broth or bouillon, powder, dry",Protein powder,6075,778,0.396,n,
gravy canned serve beef ready,bean navy,"Gravy, beef, canned, ready-to-serve",Navy beans,6116,1101,0.391,n,
gravy canned chicken bottled serve ready,breast chicken,"Gravy, chicken, canned or bottled, ready-to-serve",Chicken breast,6119,875,0.393,n,
turkey gravy canned serve ready,turkey ground,"Gravy, turkey, canned, ready-to-serve",ground turkey,6125,909,0.396,n,
home prepared soup chicken stock,soup chicken noodle,"Soup, stock, chicken, home-prepared",Chicken Noodle Soup,6172,810,0.487,n,Low sodium chicken broth
lessreduced sodium soup serve beef ready broth,chicken sodium low broth,"Soup, beef broth, less/reduced sodium, ready to serve",Low sodium chicken broth,6188,795,0.44,n,
soup chicken serve ready broth,chicken sodium low broth,"Soup, chicken broth, ready-to-serve",Low sodium chicken broth,6194,795,0.505,,
prepared vegetable soup equal canned beef volume water broth,chip vegetable,"Soup, vegetable with beef broth, canned, prepared with equal volume water",Vegetable chips,6472,548,0.423,n,Chunky vegetable soup
braunschweiger sausage pork liver a,sausage beyond,"Braunschweiger (a liver sausage), pork",beyond sausage,7014,1097,0.362,n,
frankfurter unheated beef,bran wheat cereal,"Frankfurter, beef, unheated",Wheat bran cereal,7022,819,0.256,n,Beef round tip steak
turkey frankfurter,turkey ground,"Frankfurter, turkey",ground turkey,7025,909,0.396,,
ham chopped canned,chopped green giant spinach frozen,"Ham, chopped, not canned",Frozen Chopped Spinach (Green Giant),7027,721,0.463,n,ground pork
ham sliced free added packaged pre meat water deli 96fat,orange slice dried,"Ham, sliced, pre-packaged, deli meat (96%fat free, water added)",Dried orange slices,7028,533,0.308,n,ground pork
ham fat sliced 11 approximately regular,orange slice dried,"Ham, sliced, regular (approximately 11% fat)",Dried orange slices,7029,533,0.251,n,ground pork
spread ham salad,nutella spread,Ham salad spread,Nutella spread,7031,219,0.471,n,
prepackaged sliced beef deli roast style,orange slice dried,"Roast beef, deli style, prepackaged, sliced",Dried orange slices,7043,533,0.332,n,Beef round tip steak
canned pate liver chicken,breast chicken,"Pate, chicken liver, canned",Chicken breast,7053,875,0.471,n,
sausage fried pork linkpatty cooked pan,sausage beyond,"Pork sausage, link/patty, cooked, pan-fried",beyond sausage,7064,1097,0.383,n,ground pork
turkey breast prepackaged sliced,breast chicken,"Turkey breast, sliced, prepackaged",Chicken breast,7081,875,0.373,n,ground turkey
sausage pork cooked italian,sausage beyond,"Sausage, Italian, pork, cooked",beyond sausage,7089,1097,0.459,n,ground pork
mild sausage link turkey raw breakfast,sausage beyond,"Sausage, turkey, breakfast links, mild, raw",beyond sausage,7919,1097,0.423,n,ground turkey
sausage unprepared cooked beef pre breakfast,sausage beyond,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",beyond sausage,7954,1097,0.38,n,Beef round tip steak
breast prepackaged sliced chicken seasoned deli rotisserie,breast chicken,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged",Chicken breast,7961,875,0.541,,
sausage fried fat pork linkpatty cooked reduced pan,sausage beyond,"Pork sausage, link/patty, reduced fat, cooked, pan-fried",beyond sausage,7966,1097,0.352,n,ground pork
kielbasa grilled cooked fully,fillet fish based plant,"Kielbasa, fully cooked, grilled",plant based fish fillet,7968,1094,0.267,n,ground pork
turkey bacon microwaved,turkey ground,"Bacon, turkey, microwaved",ground turkey,7973,909,0.344,,
low turkey sodium bacon,chicken sodium low broth,"Bacon, turkey, low sodium",Low sodium chicken broth,7974,795,0.519,n,ground turkey
sausage sodium turkey lower chicken italian style,chicken sodium low broth,"Sausage, chicken or turkey, Italian style,  lower sodium",Low sodium chicken broth,7976,795,0.507,n,Chicken breast
eat plain wheat cereal toasted germ ready,bran wheat cereal,"Cereals ready-to-eat, wheat germ, toasted, plain",Wheat bran cereal,8084,819,0.604,n,
quick white grit corn cereal enriched dry regular,white rice enriched long mahatma,"Cereals, corn grits, white, regular and quick, enriched, dry",Enriched long white rice (Mahatma),8090,425,0.453,n,Dried corn grits/polenta
oat quick fortified cereal dry regular,grain oat cereal whole,"Cereals, oats, regular and quick, not fortified, dry",Whole grain oat cereal,8120,257,0.405,n,Rolled oats
eat original cereal barbaras ready puffin,thomas english whole original muffin,"Cereals ready-to-eat, BARBARA'S PUFFINS, original",Whole Original English muffin (Thomas),8657,203,0.47,n,
apple skin raw,apple juice,"Apples, raw, with skin",Apple juice,9003,235,0.564,n,Whole Golden Del apple w/o seed
apple skin raw without,apple juice,"Apples, raw, without skin",Apple juice,9004,235,0.467,n,Whole Golden Del apple w/o seed
skin without raw cooked apple microwave,apple juice,"Apples, raw, without skin, cooked, microwave",Apple juice,9006,235,0.331,n,Whole Golden Del apple w/o seed
dehydrated sulfured moisture uncooked apple low,skim mozarella part moisture cheese low,"Apples, dehydrated (low moisture), sulfured, uncooked",Low Moisture part Skim Mozarella cheese,9009,245,0.367,n,Freeze dried apple rings
apple dried uncooked sulfured,freeze apple dried ring,"Apples, dried, sulfured, uncooked",Freeze dried apple rings,9011,529,0.421,n,Freeze dried apple rings
sugar dried without sulfured added stewed apple,sugar table,"Apples, dried, sulfured, stewed, without added sugar",Table sugar,9012,773,0.381,n,Freeze dried apple rings
without ascorbic added canned unsweetened bottled juice apple acid,apple juice,"Apple juice, canned or bottled, unsweetened, without added ascorbic acid",Apple juice,9016,235,0.452,,
without ascorbic added undiluted unsweetened concentrate juice apple acid frozen,pitted unsweetened prune,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",Unsweetened pitted prunes,9017,842,0.406,n,Apple juice
applesauce without ascorbic added canned unsweetened commodity acid includes,milk almond unsweetened,"Applesauce, canned, unsweetened, without added ascorbic acid (includes USDA commodity)",Unsweetened almond milk,9019,794,0.36,n,Original apple sauce (Tree top)
applesauce without sweetened canned salt,top apple sauce tree original,"Applesauce, canned, sweetened, without salt",Original apple sauce (Tree top),9020,277,0.445,,
raw apricot,apricot whole,"Apricots, raw",Whole apricot,9021,51,0.827,,
liquid pack canned water skin solid apricot,dried apricot,"Apricots, canned, water pack, with skin, solids and liquids",Dried apricots,9022,525,0.478,n,Whole apricot
liquid pack canned juice skin solid apricot,dried apricot,"Apricots, canned, juice pack, with skin, solids and liquids",Dried apricots,9024,525,0.47,n,Whole apricot
